zip_code,value,prediction
12838,-999.0,0
14487,524.073,0
14467,-999.0,0
14467,-999.0,0
13350,3997.223,0
13350,3944.43,0
13654,-999.0,0
13654,-999.0,0
13654,-999.0,0
14743,240.344,0
13077,-999.0,0
14472,2096.392,0
12089,118.456,0
12090,1613.491,0
12089,128.531,0
14744,0.0,0
12534,9748.1,0
12839,2372.043,0
12842,325.24,0
13360,143.441,0
14475,9.233,0
14061,21.662,0
14081,-999.0,0
13078,1778.864,0
12093,-999.0,0
12811,2.796,0
12843,9.377,0
12856,-999.0,0
12094,92.996,0
12094,85.281,0
12094,98.608,0
12095,8216.455,0
12095,9161.718,0
13361,-999.0,0
12844,34.725,0
14477,73.393,0
14477,67.243,0
14748,1.746,0
14748,3.482,0
12106,359.972,0
12106,411.309,0
13030,-999.0,0
13082,-999.0,0
13656,-999.0,0
13656,-999.0,0
12845,4082.748,0
12845,2688.961,0
12977,-999.0,0
12977,-999.0,0
12108,46.797,0
12108,59.182,0
14085,279.565,0
14480,425.054,0
14480,467.61,0
14750,-999.0,0
12110,16527.225,0
12110,13853.006,0
14091,-999.0,0
14511,-999.0,0
14482,2536.01,0
13363,-999.0,0
14092,1932.888,0
14485,443.767,0
14753,154.417,0
14753,166.607,0
13365,2985.084,0
14755,7.347,0
12847,-999.0,0
13659,20.649,0
13404,-999.0,0
12955,-999.0,0
14101,-999.0,0
13402,-999.0,0
13051,3.636,0
13674,-999.0,0
13661,154.983,0
13403,3322.234,0
13110,-999.0,0
13111,-999.0,0
13662,-999.0,0
12118,-999.0,0
14103,8448.23,0
12121,71.93,0
13114,142.903,0
13114,989.743,0
13406,56.877,0
12851,19.461,0
13407,55.058,0
13118,21.616,0
13118,38.071,0
12960,11.287,0
12960,14.984,0
12961,-999.0,0
12961,-999.0,0
13664,-999.0,0
13409,-999.0,0
12123,338.021,0
13120,412.467,0
13122,51.116,0
13417,804.61,0
14305,8642.141,0
14302,-999.0,0
14302,-999.0,0
14305,5071.203,0
12130,33.555,0
12130,39.238,0
13667,-999.0,0
13667,173.021,0
13678,3.446,0
14111,89.121,0
12862,-999.0,0
14113,-999.0,0
12967,-999.0,0
14120,9158.793,0
12134,348.161,0
12134,338.124,0
12134,357.895,0
14126,75.326,0
13420,595.794,0
14788,-999.0,0
14788,-999.0,0
12857,-999.0,0
14127,-999.0,0
13424,2016.608,0
13126,10201.931,0
14870,0.0,0
14870,0.0,0
13410,124.672,0
13410,165.428,0
12939,27.912,0
14525,423.918,0
14530,-999.0,0
14530,0.0,0
14168,-999.0,0
12138,20.104,0
13135,1047.615,0
14539,138.866,0
14592,-999.0,0
12139,20.671,0
13136,0.0,0
13136,0.0,0
13675,2.611,0
12140,150.779,0
12140,161.885,0
13431,-999.0,0
13431,-999.0,0
13368,-999.0,0
13433,-999.0,0
13368,-999.0,0
13433,90.473,0
14769,75.231,0
13676,8907.874,0
13647,19.983,0
13696,-999.0,0
13696,-999.0,0
12860,49.92,0
12860,58.091,0
12469,-999.0,0
12469,-999.0,0
13435,-999.0,0
13435,-999.0,0
12804,-999.0,0
12571,-999.0,0
13437,51.863,0
13679,67.966,0
13438,-999.0,0
12144,13308.505,0
13680,25.653,0
12148,264.382,0
13681,16.451,0
14608,-999.0,0
14605,-999.0,0
14620,-999.0,0
14625,-999.0,0
14605,-999.0,0
14620,-999.0,0
13682,29.056,0
13450,0.691,0
13450,-999.0,0
13450,-999.0,0
12150,-999.0,0
12151,38.307,0
13685,516.994,0
12973,-999.0,0
12973,-999.0,0
14779,-999.0,0
14779,-999.0,0
13454,27.113,0
14132,4254.281,0
13145,-999.0,0
13145,-999.0,0
12981,-999.0,0
12981,8.46,0
12154,406.046,0
12309,-999.0,0
12008,17.823,0
12303,3286.677,0
12008,24.725,0
12302,6561.879,0
12155,57.231,0
12156,-999.0,0
12156,-999.0,0
12872,-999.0,0
12858,-999.0,0
12884,15.18,0
12158,-999.0,0
12161,-999.0,0
13461,-999.0,0
12873,-999.0,0
12159,1564.47,0
12160,-999.0,0
12160,-999.0,0
14138,0.0,0
12066,75.89,0
12066,81.644,0
14141,-999.0,0
14560,16.31,0
14143,322.139,0
12169,-999.0,0
13156,0.0,0
12170,42.634,0
13469,51.013,0
13469,67.824,0
12878,41.277,0
12878,44.165,0
12173,32.175,0
13204,9191.465,0
13209,-999.0,0
13210,19101.05,0
13212,7193.994,0
13215,971.975,0
13219,2521.131,0
13224,2144.366,0
13205,2767.468,0
13208,4726.343,0
13211,-999.0,0
13471,181.664,0
13471,219.521,0
13691,-999.0,0
13692,-999.0,0
13693,26.443,0
12583,11.148,0
12583,16.467,0
14150,26845.364,0
12182,1791.848,0
12183,-999.0,0
13158,-999.0,0
13020,20.903,0
13159,1074.239,0
13473,-999.0,0
12132,-999.0,0
12184,925.408,0
14166,0.0,0
14166,0.0,0
14167,-999.0,0
13476,-999.0,0
13476,-999.0,0
13477,59.406,0
13478,1201.269,0
14564,0.0,0
12041,-999.0,0
13694,99.622,0
13694,127.145,0
13690,166.405,0
13690,165.876,0
13164,-999.0,0
12885,1367.988,0
12885,1088.775,0
14569,17.51,0
12188,-999.0,0
12188,-999.0,0
13603,-999.0,0
13601,15854.043,0
12189,-999.0,0
13640,91.115,0
12190,78.3,0
14707,-999.0,0
12194,9.243,0
13489,-999.0,0
13167,89.346,0
12196,-999.0,0
13491,-999.0,0
13483,-999.0,0
13483,7.183,0
12193,0.0,0
13486,65.138,0
14787,21.616,0
13488,-999.0,0
13490,544.829,0
12887,995.016,0
13492,-999.0,0
12198,24.353,0
14591,-999.0,0
13495,1022.321,0
13606,216.0,0
13606,207.0,0
12209,852.0,0
12202,783.0,0
12203,1914.0,0
12207,61.0,0
12209,855.0,0
12202,789.0,0
12205,1704.0,0
12208,1376.0,0
12211,753.0,0
12206,1086.0,0
12209,869.0,0
12211,769.0,0
14411,1076.0,0
12007,1.0,0
12007,1.0,0
13301,22.0,0
13607,363.0,0
14706,462.0,0
14708,19.0,0
14708,18.0,0
13302,140.0,0
13302,141.0,0
12502,26.0,0
14806,74.0,0
14006,594.0,0
14006,782.0,0
13608,125.0,0
14008,128.0,0
14008,130.0,0
14008,129.0,0
14009,3.0,0
14009,3.0,0
14710,314.0,0
14011,288.0,0
14011,291.0,0
13021,15.0,0
13021,15.0,0
13303,46.0,0
14414,480.0,0
14414,484.0,0
13027,1857.0,0
13027,1839.0,0
12020,2232.0,0
14012,210.0,0
14013,141.0,0
14020,1657.0,0
14711,4.0,0
13611,33.0,0
14756,14.0,0
14712,340.0,0
14756,14.0,0
14416,218.0,0
12023,155.0,0
12023,154.0,0
12023,108.0,0
12023,98.0,0
13028,111.0,0
14714,43.0,0
13612,214.0,0
14024,19.0,0
14024,18.0,0
14024,18.0,0
14585,29.0,0
12913,107.0,0
13157,116.0,0
13308,241.0,0
12914,59.0,0
12914,58.0,0
13309,107.0,0
12815,216.0,0
12815,215.0,0
13613,152.0,0
13029,403.0,0
12916,226.0,0
12916,220.0,0
14203,170.0,0
14208,707.0,0
14214,1079.0,0
14203,174.0,0
14211,1348.0,0
14204,696.0,0
14219,328.0,0
14221,2610.0,0
14222,508.0,0
14224,0.0,0
14226,1779.0,0
14203,174.0,0
14204,695.0,0
14208,685.0,0
14215,3026.0,0
14216,1313.0,0
14219,326.0,0
14222,507.0,0
14227,34.0,0
14228,154.0,0
14260,0.0,0
14202,96.0,0
14204,693.0,0
14206,1120.0,0
14212,482.0,0
14216,1302.0,0
14222,506.0,0
14224,0.0,0
14225,1062.0,0
14226,1757.0,0
12917,5.0,0
12019,741.0,0
12019,736.0,0
14028,121.0,0
12028,88.0,0
13616,133.0,0
13616,127.0,0
13031,968.0,0
13031,961.0,0
13317,373.0,0
13618,264.0,0
12032,185.0,0
13638,33.0,0
13643,29.0,0
13643,30.0,0
14718,227.0,0
14752,38.0,0
14718,223.0,0
12033,545.0,0
13305,52.0,0
13620,155.0,0
14719,182.0,0
13036,591.0,0
13103,30.0,0
13036,565.0,0
13621,55.0,0
12037,0.0,0
12037,0.0,0
12037,0.0,0
14723,13.0,0
12817,304.0,0
13037,661.0,0
14428,236.0,0
14428,227.0,0
14428,229.0,0
13040,40.0,0
13040,0.0,0
14031,25.0,0
12530,0.0,0
12513,95.0,0
12530,17.0,0
13041,649.0,0
13041,640.0,0
12841,43.0,0
12819,45.0,0
12819,46.0,0
13123,42.0,0
12065,1978.0,0
13341,18.0,0
14724,217.0,0
12043,526.0,0
12046,10.0,0
13324,209.0,0
13324,210.0,0
13324,169.0,0
14034,196.0,0
14034,194.0,0
14035,19.0,0
13687,70.0,0
13625,192.0,0
12821,38.0,0
13325,4.0,0
13626,189.0,0
14036,370.0,0
14036,379.0,0
13045,379.0,0
12521,28.0,0
13327,223.0,0
13327,223.0,0
13327,221.0,0
12052,111.0,0
14727,392.0,0
14727,381.0,0
14040,133.0,0
14040,133.0,0
13633,12.0,0
13328,0.0,0
13328,0.0,0
12053,351.0,0
14042,243.0,0
14173,3.0,0
14042,241.0,0
14173,3.0,0
14173,2.0,0
14173,2.0,0
13753,1.0,0
13753,1.0,0
12054,1137.0,0
14043,0.0,0
14043,0.0,0
14047,435.0,0
14112,13.0,0
14047,431.0,0
14728,133.0,0
13615,111.0,0
13634,350.0,0
13053,20.0,0
12056,228.0,0
14135,17.0,0
14048,1115.0,0
14135,17.0,0
13054,127.0,0
13162,27.0,0
13162,26.0,0
13331,72.0,0
12057,117.0,0
12059,139.0,0
14054,101.0,0
14054,100.0,0
12061,489.0,0
12061,494.0,0
12062,105.0,0
12063,25.0,0
12063,26.0,0
12064,31.0,0
14057,588.0,0
14057,532.0,0
14057,588.0,0
13635,94.0,0
13635,90.0,0
14058,181.0,0
13153,20.0,0
13153,20.0,0
12523,166.0,0
13636,27.0,0
12936,2.0,0
12936,1.0,0
13637,294.0,0
13637,282.0,0
13063,116.0,0
13063,105.0,0
13138,32.0,0
14060,44.0,0
13066,692.0,0
13066,674.0,0
12067,136.0,0
13639,18.0,0
12068,261.0,0
12177,58.0,0
13338,186.0,0
12827,392.0,0
13602,0.0,0
12070,123.0,0
13340,362.0,0
13340,328.0,0
13340,352.0,0
13775,0.0,0
13775,0.0,0
14737,342.0,0
14737,342.0,0
14065,53.0,0
14065,53.0,0
14065,52.0,0
14739,16.0,0
14739,16.0,0
13069,1763.0,0
13069,1755.0,0
12071,22.0,0
14066,20.0,0
12074,254.0,0
12074,223.0,0
14454,219.0,0
14454,219.0,0
13072,0.0,0
13072,3.0,0
14740,77.0,0
14068,383.0,0
14068,373.0,0
12075,0.0,0
12075,4.0,0
12801,712.0,0
13642,619.0,0
14072,1235.0,0
12832,53.0,0
12833,360.0,0
12834,553.0,0
13345,20.0,0
12084,274.0,0
12835,478.0,0
12835,472.0,0
12836,119.0,0
12836,119.0,0
14464,451.0,0
13646,303.0,0
12837,62.0,0
12837,60.0,0
12837,34.0,0
13648,213.0,0
12838,79.0,0
13076,158.0,0
14487,349.0,0
14487,347.0,0
14466,111.0,0
14487,346.0,0
13651,14.0,0
13350,936.0,0
13350,918.0,0
13677,17.0,0
13654,220.0,0
14743,156.0,0
13655,21.0,0
13655,21.0,0
13354,260.0,0
14470,69.0,0
13077,13.0,0
13077,431.0,0
14471,215.0,0
14471,219.0,0
14472,322.0,0
14472,325.0,0
12089,21.0,0
12090,461.0,0
12089,21.0,0
12090,471.0,0
14843,0.0,0
14744,1.0,0
12534,1010.0,0
12172,74.0,0
12839,1302.0,0
12839,747.0,0
12839,1292.0,0
12842,255.0,0
12864,10.0,0
12842,257.0,0
12864,10.0,0
13360,80.0,0
14061,30.0,0
14701,426.0,0
14701,424.0,0
13078,547.0,0
13078,544.0,0
12093,9.0,0
12093,9.0,0
12093,9.0,0
12811,38.0,0
12856,59.0,0
12811,38.0,0
12810,92.0,0
12811,38.0,0
12810,95.0,0
12095,1169.0,0
12095,1163.0,0
13475,9.0,0
13361,16.0,0
13475,9.0,0
14747,165.0,0
14477,162.0,0
14748,11.0,0
14748,11.0,0
12106,241.0,0
12174,52.0,0
12106,238.0,0
13082,360.0,0
13656,213.0,0
13083,154.0,0
13083,151.0,0
12845,726.0,0
12977,15.0,0
12108,132.0,0
12108,127.0,0
14085,430.0,0
12110,1391.0,0
14091,124.0,0
14482,628.0,0
14511,61.0,0
14511,62.0,0
13363,169.0,0
14092,780.0,0
14092,766.0,0
14753,115.0,0
13658,240.0,0
14755,72.0,0
14755,52.0,0
13090,1516.0,0
13088,1480.0,0
14094,666.0,0
14094,665.0,0
12847,2.0,0
12847,2.0,0
13659,58.0,0
13659,58.0,0
13367,789.0,0
13402,2.0,0
12953,947.0,0
12953,944.0,0
13661,151.0,0
13674,20.0,0
13661,148.0,0
13674,20.0,0
13803,4.0,0
13108,27.0,0
13111,19.0,0
13111,18.0,0
12117,359.0,0
12117,273.0,0
14757,116.0,0
12118,8.0,0
14479,22.0,0
12121,120.0,0
13112,51.0,0
13114,424.0,0
13114,419.0,0
12851,73.0,0
12956,0.0,0
12956,110.0,0
13116,217.0,0
13407,238.0,0
13407,238.0,0
12957,193.0,0
13118,67.0,0
12960,117.0,0
12998,47.0,0
14510,16.0,0
13409,175.0,0
13665,70.0,0
13120,62.0,0
13122,45.0,0
13417,254.0,0
14108,426.0,0
13666,27.0,0
14301,854.0,0
14303,454.0,0
14305,1157.0,0
14303,444.0,0
14305,1127.0,0
14302,0.0,0
14304,2151.0,0
14305,1108.0,0
12965,65.0,0
12130,72.0,0
13667,213.0,0
13667,212.0,0
14111,270.0,0
14111,277.0,0
12886,31.0,0
12886,32.0,0
12862,23.0,0
12855,21.0,0
12855,0.0,0
12855,23.0,0
14113,4.0,0
12967,85.0,0
12967,82.0,0
13124,0.0,0
14120,3116.0,0
12134,458.0,0
12134,457.0,0
13668,332.0,0
13668,320.0,0
14125,315.0,0
14125,313.0,0
14126,64.0,0
13420,237.0,0
14760,1520.0,0
14788,25.0,0
14788,22.0,0
12857,88.0,0
12857,77.0,0
12857,89.0,0
13421,1010.0,0
14127,0.0,0
13424,182.0,0
13670,57.0,0
13115,19.0,0
12969,69.0,0
12969,71.0,0
14870,1.0,0
14870,1.0,0
13428,143.0,0
13410,71.0,0
14767,131.0,0
14767,127.0,0
13131,235.0,0
